Model Electoral Results:,Gradient R,Gradient D,KNN R,KNN D,Lasso R,Lasso D,Neural R,Neural D,Polynomial R,Polynomial D,Support R,Support D
Total,312,226,312,226,325,213,312,226,306,232,312,226
